"Flock size, perception, aC, cC, sC",10,250,10,10,10
25,0.4099581007599779,0.07170365835555723,0.3940391409186032,0.6556955246867661,0.9909437766955691,0.9764776399364835,0.30455907761841566,0.9911201139359922,0.04333896662561006,0.7854255770357083
50,0.39999999999999997,0.08,0.36144,0.6436,0.9628872000000003,0.9672100800000003,0.28096,0.9628872000000003,0.04,0.7604800000000002
75,0.39999999999999997,0.08,0.36144,0.6436,0.9628872000000003,0.9684245232000003,0.28096,0.9628872000000003,0.04,0.7645628800000002
100,0.39999999999999997,0.08024,0.36192288,0.6436,0.9628872000000003,0.9684245232000003,0.28096,0.9684245232000003,0.04,0.7645628800000002
125,0.39999999999999997,0.08024,0.36385441728,0.64673872,0.9684245232000003,0.9684245232000003,0.28096,0.9684245232000003,0.04,0.7645628800000002
150,0.39999999999999997,0.08024,0.36385441728,0.64819605184,0.9684245232000003,0.9769301630012354,0.28096,0.9684245232000003,0.04,0.7684288172800001
175,0.39999999999999997,0.08024,0.36385441728,0.64819605184,0.9769301630012354,0.9769301630012354,0.28096,0.9769301630012354,0.04,0.77061772970368
200,0.39999999999999997,0.08024,0.36385441728,0.6503907935910399,0.9769301630012354,0.9769301630012354,0.28240576,0.9769301630012354,0.04,0.77061772970368
225,0.39999999999999997,0.08024,0.36385441728,0.6503907935910399,0.9769301630012354,0.9769301630012354,0.28240576,0.9769301630012354,0.04,0.7733055528819022
250,0.39999999999999997,0.08024,0.36385441728,0.6503907935910399,0.9769301630012354,0.9810973094192428,0.28240576,0.9713421103392001,0.04,0.7733055528819022
275,0.39999999999999997,0.08024,0.36385441728,0.6503907935910399,0.9660245232000002,0.9810973094192428,0.28240576,0.9631200000000003,0.04,0.7652987372800002
300,0.40215999999999996,0.08,0.36192288,0.6448071999999999,0.9715806703392001,0.9715806703392001,0.28096,0.9715806703392001,0.04,0.76649729728
325,0.40240144,0.08024,0.36336864,0.6494177816992,0.9801242975274028,0.9801242975274028,0.28,0.9801242975274028,0.04,0.7725754296300621
350,0.40433440864000003,0.08024,0.36385441728,0.6516198538293951,0.9843106087525672,0.9843106087525672,0.28240576,0.9801242975274028,0.04,0.7752749990078426
375,0.40433440864000003,0.08024,0.36385441728,0.6516198538293951,0.9843106087525672,0.9843106087525672,0.28240576,0.9801242975274028,0.04,0.7752749990078426
400,0.40024,0.08024,0.36,0.6426472000000001,0.9694206703392002,0.9694206703392002,0.28240576,0.9774159402812354,0.04,0.7711035069836801
425,0.40024,0.08024,0.36,0.6426472000000001,0.9681989404800002,0.9681989404800002,0.28240576,0.9756981880992001,0.04,0.7706148150400001
450,0.40024,0.08024,0.36,0.6426472000000001,0.9681989404800002,0.9681989404800002,0.28240576,0.9756981880992001,0.04,0.7706148150400001
475,0.40024,0.08024,0.36,0.6426472000000001,0.9681989404800002,0.9681989404800002,0.28240576,0.9756981880992001,0.04,0.7706148150400001
500,0.39999999999999997,0.08024,0.36,0.64144,0.9616800000000003,0.9650500800000003,0.28240576,0.9756981880992001,0.04,0.7706148150400001
525,0.39999999999999997,0.08024,0.36,0.64144,0.9631200000000003,0.9650500800000003,0.28240576,0.9600000000000003,0.04,0.7626400000000002
550,0.40409152000000004,0.08024,0.36,0.6412,0.9766872743612354,0.9648100800000002,0.28,0.9749695221792002,0.04,0.7698861491200001
575,0.40482018592,0.08024,0.36,0.6516198538293951,0.9808529634474027,0.9843106087525672,0.28240576,0.9788820161122753,0.04,0.7730612069100622
600,0.40482018592,0.08024,0.36192288,0.6516198538293951,0.9843106087525672,0.9843106087525672,0.28240576,0.9788820161122753,0.04,0.7752749990078426
625,0.40506453189184,0.08024,0.36192288,0.6516198538293951,0.9843106087525672,0.9843106087525672,0.28240576,0.9806100748074026,0.04,0.7752749990078426
650,0.40506453189184,0.08024,0.36192288,0.6516198538293951,0.9843106087525672,0.9843106087525672,0.28240576,0.9806100748074026,0.04,0.7752749990078426
675,0.40506453189184,0.08024,0.36192288,0.6516198538293951,0.9843106087525672,0.9843106087525672,0.28240576,0.9806100748074026,0.04,0.7752749990078426
700,0.40506453189184,0.08024,0.36385441728,0.6516198538293951,0.9843106087525672,0.9843106087525672,0.28240576,0.9806100748074026,0.04,0.7752749990078426
725,0.40506453189184,0.08024,0.36385441728,0.6516198538293951,0.9843106087525672,0.9843106087525672,0.28240576,0.9806100748074026,0.04,0.7752749990078426
750,0.40506453189184,0.08024,0.36385441728,0.6516198538293951,0.9843106087525672,0.9843106087525672,0.28240576,0.9806100748074026,0.04,0.7752749990078426
775,0.40096143999999995,0.08024,0.36385441728,0.6516198538293951,0.9843106087525672,0.9843106087525672,0.28240576,0.9628872000000003,0.04,0.7752749990078426
800,0.40409152000000004,0.08024,0.36047999999999997,0.6503907935910399,0.9754582141228803,0.9798608748194574,0.28,0.9749695221792002,0.04,0.7698861491200001
