"Flock size, perception, aC, cC, sC",10,500,0,0,0
25,0.09907394284081258,0.3407710186175979,0.29331758929652635,0.8092775344595199,0.4209008625338873,0.9658749596685131,0.1641665574140799,0.9871531761017148,0.36383729035547335,0.8197089145305873
50,0.12,0.32192,0.32192,0.8115950528000002,0.40192288,0.9756648000000002,0.16,0.9776572324147201,0.36119999999999997,0.8123324887865602
75,0.12,0.32192,0.32192,0.8115950528000002,0.40192288,0.9764021577600003,0.16,0.9776572324147201,0.36119999999999997,0.8147891431874396
100,0.12,0.32192,0.32192,0.8115950528000002,0.40192288,0.9764021577600003,0.16,0.9774114291110403,0.36119999999999997,0.8111238401465601
125,0.12,0.32095999999999997,0.32192,0.8142653792000001,0.40216431999999996,0.9691502659200003,0.16,0.9737637275155202,0.36,0.8138072825331202
150,0.12,0.32095999999999997,0.32192,0.8142653792000001,0.40071999999999997,0.9691502659200003,0.16,0.9727762118400003,0.36,0.8099078355200002
175,0.12,0.32095999999999997,0.32192,0.8115950528000002,0.40047999999999995,0.9655243200000003,0.16,0.9727762118400003,0.36,0.8038400000000001
200,0.12,0.32,0.32192,0.8077088000000002,0.40047999999999995,0.9664944259200002,0.16,0.9701261924755202,0.36,0.8038400000000001
225,0.12,0.32,0.32192,0.8077088000000002,0.40047999999999995,0.9664944259200002,0.16,0.9737579590310402,0.36,0.8038400000000001
250,0.12,0.32,0.32,0.8103632000000002,0.40071999999999997,0.9737579590310402,0.16,0.9689045318400002,0.36,0.8026400000000002
275,0.12,0.32,0.32,0.8038400000000001,0.40071999999999997,0.9730205491200001,0.16,0.9681715200000002,0.36,0.8052800000000002
300,0.12,0.32,0.32,0.8038400000000001,0.40071999999999997,0.9681715200000002,0.16,0.9776572324147201,0.36,0.8052800000000002
325,0.12,0.32,0.32,0.8038400000000001,0.40216431999999996,0.9672000000000003,0.16,0.9662544259200002,0.36119999999999997,0.8036000000000001
350,0.12,0.32,0.32,0.8038400000000001,0.40216431999999996,0.9672000000000003,0.16,0.9662544259200002,0.36,0.8036000000000001
375,0.12,0.32,0.32,0.8064958400000002,0.40192288,0.9708000000000002,0.16,0.9735179590310402,0.36,0.8125768347584
400,0.12,0.32095999999999997,0.32095999999999997,0.8026400000000002,0.40192288,0.9756648000000002,0.16,0.9737579590310402,0.36,0.8089247264000001
425,0.12,0.32095999999999997,0.32192,0.8062544000000001,0.40168144,0.9756648000000002,0.16,0.9730205491200001,0.36,0.8089247264000001
450,0.12,0.32095999999999997,0.32192,0.8089247264000001,0.40024,0.9756648000000002,0.16,0.9730205491200001,0.36,0.8111238401465601
475,0.12,0.32095999999999997,0.32095999999999997,0.8089247264000001,0.40024,0.9720432000000002,0.16,0.9820526239400795,0.36,0.8138072825331202
500,0.12,0.32095999999999997,0.32095999999999997,0.8089247264000001,0.39999999999999997,0.9720432000000002,0.16,0.9820526239400795,0.36,0.8138072825331202
525,0.12,0.32,0.32,0.8115950528000002,0.40143999999999996,0.9732432000000002,0.16,0.9820526239400795,0.36,0.8111238401465601
550,0.12,0.32,0.32,0.8115950528000002,0.40143999999999996,0.9732432000000002,0.16,0.9820526239400795,0.36,0.8111238401465601
575,0.12,0.32,0.32,0.8115950528000002,0.40143999999999996,0.9732432000000002,0.16,0.9820526239400795,0.36,0.8086818377600002
600,0.12,0.32,0.32,0.8154813056000002,0.40143999999999996,0.9648000000000002,0.16,0.9737579590310402,0.36,0.8096475977600002
625,0.12,0.32,0.32,0.8154813056000002,0.40168144,0.9655243200000003,0.16,0.9747455096303733,0.36,0.8123324887865602
650,0.12,0.32,0.32192,0.8181675584000001,0.40168144,0.9691502659200003,0.16,0.9747455096303733,0.36,0.8150173798131201
675,0.12,0.32,0.32192,0.8181675584000001,0.40168144,0.9691502659200003,0.16,0.9747455096303733,0.36,0.8111107155200001
700,0.12,0.32095999999999997,0.32192,0.8130233600000002,0.40168144,0.9691502659200003,0.16,0.9643243200000003,0.36,0.8084418377600002
725,0.12,0.32095999999999997,0.32192,0.8130233600000002,0.40168144,0.9739762118400003,0.16,0.9636000000000002,0.36,0.8050544000000002
750,0.12,0.32095999999999997,0.32192,0.8130233600000002,0.40168144,0.9739762118400003,0.16,0.9681715200000002,0.36,0.8024000000000002
775,0.12,0.32095999999999997,0.32192,0.8130233600000002,0.40024,0.9739762118400003,0.16,0.9717772800000002,0.36,0.8062544000000001
800,0.12,0.32192,0.32095999999999997,0.8091516800000002,0.40168144,0.9691502659200003,0.16,0.9717772800000002,0.36,0.8050544000000002
