"Flock size, perception, aC, cC, sC",10,250,0,0,0
25,0.9846517693906399,0.8305007339220292,0.811956546412981,0.9266661012529499,0.8920612285343589,0.5991781177552012,0.34247261408937096,0.18697234386709324,0.16513751247618477,0.2011842986561598
50,0.9696302486400002,0.8067372800000001,0.8038400000000001,0.9289059200000003,0.8802400000000002,0.5599999999999999,0.32095999999999997,0.16,0.16,0.2
75,0.9696302486400002,0.8038400000000001,0.8000000000000002,0.9289059200000003,0.8800000000000002,0.5599999999999999,0.32095999999999997,0.16,0.16,0.2
100,0.9648014400000002,0.8038400000000001,0.8000000000000002,0.9289059200000003,0.8800000000000002,0.5599999999999999,0.32095999999999997,0.16,0.16,0.2
125,0.9600000000000003,0.8000000000000002,0.8000000000000002,0.9245600000000003,0.8800000000000002,0.5599999999999999,0.32095999999999997,0.16,0.16,0.2
150,0.9600000000000003,0.8000000000000002,0.8000000000000002,0.9245600000000003,0.8800000000000002,0.5599999999999999,0.32095999999999997,0.16,0.16,0.2
175,0.9633657600000003,0.8000000000000002,0.8000000000000002,0.9245600000000003,0.8800000000000002,0.5599999999999999,0.32095999999999997,0.16,0.16,0.2
200,0.9672144000000004,0.8036000000000001,0.8000000000000002,0.9291200000000003,0.8800000000000002,0.5624,0.32,0.16,0.16,0.2
225,0.9672144000000004,0.8036000000000001,0.8000000000000002,0.9291200000000003,0.8800000000000002,0.5624,0.32,0.16,0.16,0.2
250,0.9672144000000004,0.8036000000000001,0.8091372800000001,0.9291200000000003,0.8800000000000002,0.5624,0.32,0.16,0.16,0.2
275,0.9624000000000004,0.8036000000000001,0.8091372800000001,0.9296057600000003,0.8800000000000002,0.5624,0.32,0.16,0.16,0.2
300,0.9624000000000004,0.8036000000000001,0.8038400000000001,0.9200000000000003,0.8877001600000001,0.5624,0.32,0.16,0.16,0.2
325,0.9609600000000003,0.8000000000000002,0.8038400000000001,0.9243200000000003,0.8877001600000001,0.5624,0.32095999999999997,0.16,0.16,0.2
350,0.9609600000000003,0.8000000000000002,0.8038400000000001,0.9243200000000003,0.8833600000000001,0.5599999999999999,0.32095999999999997,0.16,0.16,0.2
375,0.9609600000000003,0.8000000000000002,0.8000000000000002,0.9243200000000003,0.8833600000000001,0.5599999999999999,0.32192,0.16,0.16,0.2
400,0.9612014400000003,0.8014400000000002,0.8000000000000002,0.9200000000000003,0.8800000000000002,0.5599999999999999,0.32192,0.16,0.16,0.2
425,0.9602400000000003,0.8014400000000002,0.8000000000000002,0.9200000000000003,0.8800000000000002,0.5599999999999999,0.32192,0.16,0.16,0.2
450,0.9602400000000003,0.8014400000000002,0.8014400000000002,0.9200000000000003,0.8800000000000002,0.5599999999999999,0.32095999999999997,0.16,0.16,0.2
475,0.9689059286400002,0.8014400000000002,0.8014400000000002,0.9200000000000003,0.8800000000000002,0.5599999999999999,0.32095999999999997,0.16,0.16,0.2
500,0.9686630400000003,0.8014400000000002,0.8052886400000001,0.9204800000000003,0.8800000000000002,0.5599999999999999,0.32095999999999997,0.16,0.16,0.2
525,0.9638400000000003,0.8000000000000002,0.8052886400000001,0.9226428800000003,0.8800000000000002,0.56457296,0.32095999999999997,0.16,0.16,0.2
550,0.9650428800000003,0.8000000000000002,0.8052886400000001,0.9272187372800003,0.8840800000000002,0.5624,0.32,0.16,0.16,0.2
575,0.9650428800000003,0.8000000000000002,0.8052886400000001,0.9272187372800003,0.8840800000000002,0.5624,0.32,0.16,0.16,0.2
600,0.9650428800000003,0.8000000000000002,0.8076800000000002,0.9267329600000003,0.88746016,0.5624,0.32,0.16,0.16,0.2
625,0.9703589145600002,0.8000000000000002,0.8038400000000001,0.9267329600000003,0.8800000000000002,0.5624,0.32,0.16,0.16,0.2
650,0.9703589145600002,0.8000000000000002,0.8038400000000001,0.9267329600000003,0.8800000000000002,0.5624,0.32,0.16,0.16,0.2
675,0.9667315200000003,0.8000000000000002,0.8038400000000001,0.9267329600000003,0.8800000000000002,0.5624,0.32095999999999997,0.16,0.16,0.2
700,0.9609600000000003,0.8014400000000002,0.8038400000000001,0.9200000000000003,0.8800000000000002,0.56384864,0.32095999999999997,0.16,0.16,0.2
725,0.9609600000000003,0.8014400000000002,0.8038400000000001,0.9245600000000003,0.8802400000000002,0.5614399999999999,0.32,0.16,0.16,0.2
750,0.9612014400000003,0.8014400000000002,0.8000000000000002,0.9245600000000003,0.8802400000000002,0.5614399999999999,0.32,0.16,0.16,0.2
775,0.9650414400000003,0.8014400000000002,0.8038400000000001,0.9200000000000003,0.8800000000000002,0.5614399999999999,0.32,0.16,0.16,0.2
800,0.9660086486400002,0.8000000000000002,0.8038400000000001,0.9200000000000003,0.8800000000000002,0.5614399999999999,0.32,0.16,0.16,0.2
