"Flock size, perception, aC, cC, sC",10,100,5,20,5
25,0.6060764567028255,0.25187283248962195,0.3430073664883518,0.8997106661214866,0.2983664746339872,0.669964951691164,0.7685740673331747,0.16786923942437423,0.2781599500949788,0.180981575051086
50,0.6,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
75,0.6,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
100,0.6,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
125,0.6,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24024000000000004,0.16
150,0.6,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24024000000000004,0.16
175,0.6,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24024000000000004,0.16
200,0.6,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24024000000000004,0.16
225,0.6,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24024000000000004,0.16
250,0.6,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24024000000000004,0.16
275,0.6,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24072144000000004,0.16
300,0.60216,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
325,0.60216,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
350,0.60216,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
375,0.60216,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
400,0.60216,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
425,0.60216,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
450,0.60216,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
475,0.60216,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
500,0.60216,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
525,0.60216,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
550,0.60216,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
575,0.60216,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
600,0.60216,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
625,0.60216,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
650,0.6,0.24000000000000002,0.32,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
675,0.6,0.24000000000000002,0.32024,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
700,0.60216,0.24000000000000002,0.32024,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
725,0.60216,0.24000000000000002,0.32024,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
750,0.60216,0.24000000000000002,0.32024,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
775,0.60216,0.24000000000000002,0.32024,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
800,0.60216,0.24000000000000002,0.32024,0.8807200000000003,0.28,0.64,0.7600000000000001,0.16,0.24000000000000002,0.16
