"Flock size, perception, aC, cC, sC",10,1000,5,5,20
25,0.09139944058379487,0.3097353333169502,0.6305461985101987,0.8911868092064484,0.815037753788502,0.5875585110653515,0.0,0.10273057326655191,0.5079148738322112,0.18762749372207527
50,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
75,0.08,0.32312863999999997,0.6516067289945422,0.8974758062829965,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
100,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12,0.5304184137254041,0.20168576864
125,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
150,0.08,0.32312863999999997,0.6516067289945422,0.8974758062829965,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
175,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
200,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
225,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
250,0.08,0.32312863999999997,0.6516067289945422,0.8974758062829965,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
275,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
300,0.08,0.32312863999999997,0.6516067289945422,0.8974758062829965,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
325,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
350,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
375,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
400,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
425,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
450,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
475,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
500,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
525,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
550,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
575,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
600,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
625,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
650,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
675,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
700,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
725,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
750,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
775,0.08,0.32312863999999997,0.64891897514368,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
800,0.08,0.32312863999999997,0.6516067289945422,0.9021128389248434,0.8181942091999997,0.61014643028736,0.0,0.12048,0.5304184137254041,0.20168576864
