"Flock size, perception, aC, cC, sC",25,200,5,5,20
25,0.4407999999999999,0.8104882800000003,0.406024,0.44199999999999995,0.40685215999999996,0.24000000000000002,0.20120000000000002,0.08,0.0,0.7244000000000002,0.36,0.696160842,0.7200000000000001,0.24120000000000003,0.521604,0.8173770424000002,0.1612,0.8872120000000001,0.8828240800000002,0.9324643608000003,0.7296440000000001,0.08,0.8004000000000002,0.606832,0.04
50,0.4407999999999999,0.8104882800000003,0.406024,0.44482,0.40685215999999996,0.24000000000000002,0.20120000000000002,0.08,0.0,0.7244000000000002,0.36,0.696160842,0.7200000000000001,0.24120000000000003,0.521604,0.8173770424000002,0.1612,0.8872120000000001,0.8824160400000003,0.9324643608000003,0.7349730024000002,0.08,0.8004000000000002,0.6117003200000001,0.04
75,0.4407999999999999,0.8113125208000003,0.406024,0.44482,0.41008831999999995,0.24000000000000002,0.2024,0.08,0.0,0.7244000000000002,0.36,0.696160842,0.7200000000000001,0.24281200000000003,0.521604,0.8173770424000002,0.1612,0.8872120000000001,0.8828240800000002,0.9377774876160003,0.7373810024000002,0.08,0.8080040000000002,0.6149646400000001,0.04
100,0.4407999999999999,0.8113125208000003,0.406024,0.446828,0.41008831999999995,0.24000000000000002,0.2024,0.08,0.0,0.7244000000000002,0.3632,0.696160842,0.7268,0.24281200000000003,0.5264200399999999,0.8173770424000002,0.1612,0.8872120000000001,0.8945128440080002,0.9468741343170818,0.7373810024000002,0.08,0.8080040000000002,0.6166294432,0.04
125,0.44039999999999996,0.8100923604000003,0.406024,0.446828,0.41008831999999995,0.24000000000000002,0.2024,0.08,0.0,0.7244000000000002,0.40359999999999996,0.696160842,0.7672000000000001,0.24281200000000003,0.5672280799999999,0.8165609220000002,0.1612,0.8900521200000002,0.9023233420881602,0.9456291185683202,0.7373810024000002,0.08,0.8165609220000002,0.6215465664000001,0.04
150,0.48039999999999994,0.8088803204000002,0.406024,0.446828,0.41173663999999993,0.24200400000000002,0.2024,0.08,0.0,0.7244000000000002,0.44399999999999995,0.696160842,0.7716601600000002,0.24281200000000003,0.6076280799999999,0.8153367616000001,0.1612,0.9043181676120002,0.9010991816881603,0.9444049581683203,0.7373810024000002,0.08,0.8153367616000001,0.6215465664000001,0.04
175,0.5204,0.8076682804000003,0.406024,0.4488682,0.41173663999999993,0.24360800000000002,0.2024,0.08,0.0,0.7365728012,0.48439999999999994,0.696160842,0.7729005612000002,0.24281200000000003,0.64802808,0.8141126012000002,0.1612,0.9150996477642401,0.8998750212881602,0.9431807977683203,0.7373810024000002,0.08,0.8141126012000002,0.6215465664000001,0.04
200,0.564404,0.8064562404000002,0.40359999999999996,0.44601999999999997,0.41093663999999996,0.24280800000000002,0.2016,0.12,0.0,0.7410774824,0.5247999999999999,0.6908642,0.777781164808,0.24200800000000003,0.6937003608,0.8194053252080001,0.1612,0.9226466442418826,0.8986508608881603,0.9493602037420035,0.7320762400000002,0.12,0.8190013252080001,0.6207465664000001,0.04
225,0.604804,0.8112804008000001,0.40359999999999996,0.44399999999999995,0.4028,0.24120400000000003,0.20040000000000002,0.16,0.0,0.7436033740240001,0.56924,0.6908642,0.818585164808,0.24040000000000003,0.7345043607999999,0.8181689232040001,0.1612,0.9571808578083201,0.9039603594328014,0.9476949896375627,0.7320762400000002,0.12,0.8177649232040001,0.6158294432000001,0.04
250,0.645204,0.8100562404000001,0.40359999999999996,0.44399999999999995,0.40891268159999994,0.24000000000000002,0.20120400000000002,0.16040000000000001,0.0,0.7256120000000001,0.610044,0.6908642,0.8210539704320401,0.241604,0.7753083608000001,0.8169325212,0.1612,0.9312641600000002,0.9027155077242401,0.9464458506404803,0.7320762400000002,0.12,0.8165285212000001,0.6154093232000001,0.04
275,0.6856040000000001,0.8088320800000001,0.40359999999999996,0.43999999999999995,0.40808831999999995,0.24160800000000004,0.20040000000000002,0.20040000000000002,0.0,0.7200000000000001,0.650848,0.68842,0.8255751764520801,0.24080000000000001,0.8161123608,0.8161123608,0.1612,0.9646776979846402,0.9014707808881602,0.9451927989723201,0.7292240000000001,0.16,0.8157083608000001,0.6195465664,0.04
300,0.7204000000000002,0.8080200400000002,0.40359999999999996,0.44399999999999995,0.40764799999999995,0.24120000000000003,0.2,0.2,0.0,0.7455821636000001,0.691652,0.6908642,0.8569163608000002,0.24040000000000003,0.8569163608000002,0.8569163608000002,0.1612,0.0,0.8989690044080002,0.9426993473242402,0.7320762400000002,0.2016,0.8565123608000001,0.6248636896,0.04
325,0.7260040000000001,0.8064000000000001,0.40359999999999996,0.44399999999999995,0.41132448,0.243212,0.2016,0.2016,0.0,0.752637985236,0.691652,0.6908642,0.8400000000000002,0.242404,0.8548680000000001,0.8569163608000002,0.1612,0.04,0.8808000000000002,0.9385365616000001,0.7320762400000002,0.20120000000000002,0.8544640000000001,0.6244636896000001,0.04
350,0.7716600400000001,0.8072080000000001,0.40359999999999996,0.44399999999999995,0.41092448,0.24281200000000003,0.20120000000000002,0.20120000000000002,0.0,0.752237985236,0.732456,0.6908642,0.8560962004,0.24200400000000002,0.8560962004,0.8560962004,0.1612,0.08,0.8981488440080002,0.9414546204881602,0.7320762400000002,0.2008,0.8556922004,0.6240636896,0.04
375,0.8120560000000001,0.8064000000000001,0.40359999999999996,0.44399999999999995,0.41218895999999994,0.24241200000000002,0.2008,0.2008,0.0,0.751837985236,0.8140640000000001,0.6908642,0.8548680000000001,0.241604,0.8548680000000001,0.8548680000000001,0.1612,0.12,0.8969001600000002,0.9406094048000002,0.7320762400000002,0.20040000000000002,0.8544640000000001,0.6236636896000002,0.04
400,0.8120560000000001,0.8064000000000001,0.40562,0.44399999999999995,0.41550684959999995,0.242012,0.20040000000000002,0.20200400000000002,0.0,0.751437985236,0.8140640000000001,0.695756842,0.8548680000000001,0.24120400000000003,0.8548680000000001,0.8548680000000001,0.1612,0.1612,0.8969001600000002,0.9406094048000002,0.7320762400000002,0.2016,0.8544640000000001,0.6290963264960001,0.04
425,0.8064000000000001,0.8064000000000001,0.40848431999999996,0.4476399999999999,0.40563199999999994,0.24200400000000002,0.2,0.2,0.0,0.741914287608,0.8185646812,0.7044817217844404,0.8548680000000001,0.24000000000000002,0.8548680000000001,0.8548680000000001,0.1612,0.20120000000000002,0.8969001600000002,0.9406094048000002,0.7419595404640801,0.2416,0.8544640000000001,0.660747175232,0.08
450,0.8112641600000001,0.8096320000000002,0.44159999999999994,0.48199999999999993,0.41258895999999995,0.28,0.20120000000000002,0.20120000000000002,0.0,0.7537883332159999,0.8185687616000001,0.7288763204,0.8548680000000001,0.24200400000000002,0.8581323200000002,0.8581323200000002,0.1612,0.20120000000000002,0.8969001600000002,0.9406094048000002,0.7288763204,0.2416,0.8544640000000001,0.711915801696,0.08
475,0.8104562004000001,0.8092280000000002,0.45592696959999995,0.5199999999999999,0.4088959999999999,0.28322408000000004,0.2008,0.2008,0.0,0.757052652,0.8177527224040001,0.7463863248000001,0.8548680000000001,0.24120000000000003,0.8585485208000001,0.8593727616000002,0.1612,0.24120000000000003,0.8969001600000002,0.9443271388480002,0.7684200000000001,0.24120000000000003,0.8544640000000001,0.7591377139214402,0.12
500,0.8088240000000002,0.8064000000000001,0.49671379999999987,0.564,0.4072719999999999,0.281604,0.24080000000000001,0.24080000000000001,0.0,0.7547884020800002,0.8161042000000001,0.7406898040000002,0.8548680000000001,0.24080000000000001,0.8573162400000002,0.8573162400000002,0.1612,0.2812,0.8969001600000002,0.9439190988480002,0.7823220848000001,0.2812,0.8569122400000002,0.8003021266160001,0.16
525,0.8064000000000001,0.8064000000000001,0.5382692,0.6,0.406448,0.2808,0.281204,0.24040000000000003,0.0,0.7968111848320001,0.8064000000000001,0.7448599360320001,0.8548680000000001,0.2808,0.8548680000000001,0.8548680000000001,0.1612,0.2808,0.8969001600000002,0.9406094048000002,0.7827669724240001,0.2808,0.8544640000000001,0.8426237902042002,0.2
550,0.8020000000000002,0.8064000000000001,0.5818809600000001,0.6,0.4076599999999999,0.28040000000000004,0.28040000000000004,0.28040000000000004,0.0,0.838912227636,0.8000000000000002,0.7856430464000002,0.8468000000000001,0.28040000000000004,0.8400000000000002,0.8500200000000001,0.16,0.28040000000000004,0.8872040000000002,0.9216080000000003,0.7819507716240001,0.28040000000000004,0.8464000000000002,0.8852632296480001,0.24000000000000002
575,0.8064000000000001,0.8064000000000001,0.6245400000000001,0.6,0.40719999999999995,0.28,0.28,0.28,0.0,0.8811991648,0.8140640000000001,0.8271689600000002,0.8400000000000002,0.28,0.8548680000000001,0.8548680000000001,0.1612,0.28,0.8804000000000003,0.9393608024000002,0.8218566400000001,0.28,0.8544640000000001,0.9281154696480003,0.28
600,0.8084200000000001,0.8064000000000001,0.6677680000000001,0.6,0.40719999999999995,0.28,0.28,0.28,0.0,0.9240471648,0.8156961600000001,0.8691929600000002,0.8548680000000001,0.28,0.8548680000000001,0.8569082000000001,0.1612,0.28,0.8969001600000002,0.9430824536320002,0.8634726400000002,0.28,0.8544640000000001,0.9713677096480002,0.28
625,0.8084200000000001,0.8064000000000001,0.7069680000000002,0.6,0.4059999999999999,0.28,0.28,0.28,0.0,0.9602904036000001,0.8156961600000001,0.9112169600000003,0.8548680000000001,0.28,0.8548680000000001,0.8569082000000001,0.1612,0.28,0.8969001600000002,0.9435110588480002,0.9050886400000002,0.28,0.8544640000000001,0.0,0.28240000000000004
650,0.8084200000000001,0.8064000000000001,0.7312440000000001,0.6,0.39999999999999997,0.28,0.28240000000000004,0.28,0.0,0.0,0.8156961600000001,0.9276160000000002,0.8548680000000001,0.2848,0.8569082000000001,0.8569082000000001,0.1612,0.2848,0.9053843200000001,0.9435110588480002,0.9276160000000002,0.2848,0.8544640000000001,0.04,0.28442
