"Flock size, perception, aC, cC, sC",10,500,0,0,0
25,0.8197494936590072,0.12117126531107522,0.7027140384923807,0.5661838967477949,0.48417731867229147,0.35626316218488746,0.7910712279560649,0.0,0.8712629784496779,0.9210011140079807
50,0.8103908369987113,0.12,0.6862659632,0.5599999999999999,0.48264431999999996,0.36119999999999997,0.7609600000000001,0.0,0.8467358400000002,0.9332692582918402
75,0.8111297480140104,0.12,0.68192432,0.56048,0.48264431999999996,0.36119999999999997,0.7612014400000001,0.0,0.8508475891200002,0.9330249123200002
100,0.8108824610940533,0.12,0.68192432,0.56048,0.48264431999999996,0.36119999999999997,0.7672302918400001,0.0,0.8537768348623913,0.9335136042636801
125,0.8108824610940533,0.12,0.68192432,0.56048,0.48264431999999996,0.36119999999999997,0.7672302918400001,0.0,0.8537768348623913,0.9289044972800002
150,0.8108824610940533,0.12,0.68505586592,0.5599999999999999,0.48264431999999996,0.36119999999999997,0.7672302918400001,0.0,0.8537768348623913,0.9364707058144235
175,0.8108824610940533,0.12,0.68505586592,0.5599999999999999,0.48264431999999996,0.36119999999999997,0.7672302918400001,0.0,0.8448144086400003,0.9364707058144235
200,0.8094119870355202,0.12,0.68505586592,0.5599999999999999,0.48264431999999996,0.36119999999999997,0.7672302918400001,0.0,0.8421643200000002,0.9362219351729466
225,0.8108824610940533,0.12,0.68699900111552,0.5611999999999999,0.48191999999999996,0.36,0.7650486400000001,0.0,0.8481845059200003,0.9349987568836043
250,0.8108824610940533,0.12,0.68699900111552,0.5611999999999999,0.48191999999999996,0.36,0.7650486400000001,0.0,0.8496462097555202,0.9349987568836043
275,0.8108824610940533,0.12,0.68699900111552,0.5611999999999999,0.48191999999999996,0.36,0.7650486400000001,0.0,0.8496462097555202,0.9349987568836043
300,0.8108824610940533,0.12,0.68699900111552,0.5611999999999999,0.48191999999999996,0.36,0.7650486400000001,0.0,0.8496462097555202,0.9381870975849059
325,0.8108824610940533,0.12,0.68699900111552,0.5636072,0.48191999999999996,0.36,0.7614400000000001,0.0,0.8496462097555202,0.9401699063195533
350,0.8108824610940533,0.12,0.68699900111552,0.5636072,0.48191999999999996,0.36119999999999997,0.7600000000000001,0.0,0.8496462097555202,0.9401699063195533
375,0.8048173059200002,0.12,0.68578018592,0.56409297728,0.4807199999999999,0.36119999999999997,0.7657729600000002,0.0,0.8516024610940534,0.9376984056412259
400,0.8000000000000002,0.12,0.68578018592,0.56409297728,0.4807199999999999,0.36119999999999997,0.7669888605318401,0.0,0.8559965265020945,0.9376984056412259
425,0.8014400000000002,0.12,0.68578018592,0.56409297728,0.4807199999999999,0.36119999999999997,0.7669888605318401,0.0,0.8559965265020945,0.9376984056412259
450,0.8040886400000002,0.12,0.68505152,0.56409297728,0.4807199999999999,0.36119999999999997,0.7684534877750311,0.0,0.8559965265020945,0.9401699063195533
475,0.8081931718400002,0.12,0.6819200000000001,0.56168288,0.4807199999999999,0.36119999999999997,0.7684534877750311,0.0,0.8559965265020945,0.9401699063195533
500,0.8089262097555202,0.12,0.68,0.5611999999999999,0.4807199999999999,0.36119999999999997,0.7682076757273602,0.0,0.8552531820207036,0.9389245337279191
525,0.8081931718400002,0.12,0.6807200000000001,0.5611999999999999,0.4799999999999999,0.36119999999999997,0.7682076757273602,0.0,0.8537768348623913,0.9389245337279191
550,0.8043315286400002,0.12,0.68192432,0.56168288,0.4799999999999999,0.36,0.7631257600000001,0.0,0.8428814400000003,0.9318337780508195
575,0.8043315286400002,0.12,0.68505586592,0.56048,0.4799999999999999,0.36,0.76674451456,0.0,0.8440973059200002,0.9296360778636802
600,0.8043315286400002,0.12,0.68505586592,0.56048,0.4799999999999999,0.36,0.7657729600000002,0.0,0.8440973059200002,0.9296360778636802
625,0.8043315286400002,0.12,0.68505586592,0.56048,0.4799999999999999,0.36,0.7674746378118401,0.0,0.8443416518918402,0.9296360778636802
650,0.8096577990831912,0.12,0.6862659632,0.5599999999999999,0.4799999999999999,0.36119999999999997,0.7684534877750311,0.0,0.8428872086400002,0.9226443200000003
675,0.8096577990831912,0.12,0.6862659632,0.5599999999999999,0.4807199999999999,0.36119999999999997,0.7684534877750311,0.0,0.8428872086400002,0.9236072000000003
700,0.8096577990831912,0.12,0.68699900111552,0.5611999999999999,0.4807199999999999,0.36119999999999997,0.7684534877750311,0.0,0.8428872086400002,0.9245802118918403
725,0.8096577990831912,0.12,0.68699900111552,0.56168288,0.4807199999999999,0.36119999999999997,0.7684534877750311,0.0,0.8443416518918402,0.9245802118918403
750,0.8111297480140104,0.12,0.68699900111552,0.56168288,0.4807199999999999,0.36119999999999997,0.7684534877750311,0.0,0.8443416518918402,0.9245802118918403
775,0.8111297480140104,0.12,0.68699900111552,0.56168288,0.4807199999999999,0.36119999999999997,0.7684534877750311,0.0,0.8491677018031912,0.9296839620421704
800,0.8111297480140104,0.12,0.68699900111552,0.56168288,0.4807199999999999,0.36119999999999997,0.7684534877750311,0.0,0.8518497480140104,0.9296839620421704
