"Flock size, perception, aC, cC, sC",10,1000,10,10,10
25,0.13142842252751838,0.7072155134218696,0.8345161806515733,0.5826491912201905,0.9905951711358777,0.3328354251237207,0.4233727043056555,0.7586764530614354,0.5431852031934019,0.9877968206476528
50,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
75,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
100,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
125,0.12,0.7289480005103731,0.8535806081687347,0.60384864864,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
150,0.12,0.7289480005103731,0.8535806081687347,0.60384864864,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
175,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
200,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
225,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
250,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
275,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
300,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
325,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
350,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
375,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
400,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
425,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
450,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
475,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
500,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
525,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
550,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
575,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
600,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
625,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
650,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
675,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
700,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
725,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
750,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
775,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
800,0.12,0.7289480005103731,0.8535806081687347,0.60530454053184,0.9789624863453322,0.36119999999999997,0.44192144,0.7694323464822133,0.5638515372799999,0.9779924775042725
